circle,division,subdivision,section,area,catcode,catdesc,totservices,billedservices,units,load
ADILABAD,UTNOOR,UTNOOR,UTNOOR,VADONI,5,Agriculture,55,0,0,273.24
ADILABAD,UTNOOR,UTNOOR,UTNOOR,VADONI,5,Agriculture,55,0,0,273.24
ADILABAD,UTNOOR,UTNOOR,UTNOOR,WADGALPOOR (B),5,Agriculture,27,0,0,135.0
ADILABAD,UTNOOR,UTNOOR,UTNOOR,WADGALPOOR (K),5,Agriculture,8,0,0,40.0
ADILABAD,UTNOOR,UTNOOR,UTNOOR,YENDA,5,Agriculture,91,0,0,455.0
ADILABAD,UTNOOR,UTNOOR,UTNOOR,YENKA,5,Agriculture,72,0,0,360.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD,5,Agriculture,60,0,0,300.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD,GODAVELLI COLONY,5,Agriculture,9,0,0,45.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),ADA DASNAPUR,5,Agriculture,9,0,0,45.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),ANKUSAPOOR,5,Agriculture,6,0,0,30.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),APPAPALLI,5,Agriculture,8,0,0,40.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,JAIRAMGUDA,5,Agriculture,2,0,0,10.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,JERI,5,Agriculture,20,0,0,100.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KALE - B,5,Agriculture,52,0,0,260.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KALIKURD,5,Agriculture,7,0,0,35.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KARANJIWADA,5,Agriculture,1,0,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KATTIGUDA,5,Agriculture,4,0,0,20.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KERAMERI,5,Agriculture,113,0,0,565.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KESULAGUDA,5,Agriculture,30,0,0,150.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KHARI,5,Agriculture,12,0,0,60.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KOTARI,5,Agriculture,5,0,0,25.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,KOTARY (A),5,Agriculture,3,0,0,15.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,LAKUMAPUR,5,Agriculture,1,0,0,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,SHIVAPOOR,5,Agriculture,11,0,0,55.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,THUNGA MADUGU,5,Agriculture,13,0,0,65.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VALLEKONDA,5,Agriculture,120,0,0,605.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VANJARI,5,Agriculture,42,0,0,210.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO  6,5,Agriculture,79,0,0,395.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO 13,5,Agriculture,62,0,0,310.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO 5,5,Agriculture,13,0,0,65.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.1,5,Agriculture,1,0,0,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.11,5,Agriculture,13,0,0,65.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.12,5,Agriculture,24,0,0,120.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.19,5,Agriculture,12,0,0,60.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.2,5,Agriculture,4,0,0,20.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.3,5,Agriculture,2,0,0,10.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,DOSILLAPALLY,5,Agriculture,1,0,0,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,G KOTHAPALLI,5,Agriculture,5,0,0,25.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,G POLIBOINA PALLY,5,Agriculture,103,0,0,513.5
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,GANNAVARAM,5,Agriculture,9,0,0,45.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,GOGUBAKA,5,Agriculture,57,0,0,354.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,GOMPALLY,5,Agriculture,149,0,0,755.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,GUMMUGUDEM,5,Agriculture,123,0,0,621.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,JANGALAPALLI,5,Agriculture,17,0,0,98.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,JETTIGUDEM,5,Agriculture,48,0,0,295.5
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,KALIVERU,5,Agriculture,9,0,0,45.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,KESAVAPURAM,5,Agriculture,35,0,0,180.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,KARAKAGUDEM,TUMMALAGUDEM-P,5,Agriculture,13,0,0,65.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,KARAKAGUDEM,VEERAPURAM - P,5,Agriculture,34,0,0,170.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,KARAKAGUDEM,VENKATAPURAM(PNP),5,Agriculture,48,0,0,240.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,KARAKAGUDEM,VENKATARAMAPURAM,5,Agriculture,31,0,0,155.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,ANANTHARAM (M),5,Agriculture,48,0,0,240.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,ANNARAM,5,Agriculture,40,0,0,200.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,BANDARUGUDEM,5,Agriculture,7,0,0,35.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,CHINARAVIGUDEM,5,Agriculture,35,0,0,175.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,MANUGURU,G SINGARAM,5,Agriculture,2,0,0,30.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,KARIVARI GUDEM-JP,5,Agriculture,154,0,0,770.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,KOMMU GUDEM-JP,5,Agriculture,68,0,0,340.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,KOTHURU-JP,5,Agriculture,101,0,0,505.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,MACHINENI PET-JP,5,Agriculture,143,0,0,715.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,MADDULA GUDEM-JP,5,Agriculture,15,0,0,75.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,NALLABANDA BODU-JP,5,Agriculture,28,0,0,140.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,P NARASA PURAM-JP,5,Agriculture,234,0,0,1172.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,PAPAKOLLU-JP,5,Agriculture,520,0,0,2600.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,PEDDA THANDA-JP,5,Agriculture,131,0,0,655.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,JULLURUPADU,R R REDDY NAGAR-JP,5,Agriculture,29,0,0,145.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,5,Agriculture,534,0,0,2733.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,THUMMALA CHALKA-TP,5,Agriculture,48,0,0,240.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,THUMMALA CHELKA STAGE-TP,5,Agriculture,12,0,0,60.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,VADDUGUDEM (K)-TP,5,Agriculture,41,0,0,205.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,VENKATAI THANDA-TP,5,Agriculture,227,0,0,1135.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,YERRAI GUDEM - TP,5,Agriculture,41,0,0,205.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,YERRAI GUDEM STAGE- TP,5,Agriculture,31,0,0,155.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,A.MUTHAPURAM-GU,5,Agriculture,64,0,0,320.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,ALLA PALLY-GUN,5,Agriculture,120,0,0,600.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,GANDUGULAPALLY,5,Agriculture,257,11,4543,1945.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,GANESHPADU,5,Agriculture,259,2,1341,2142.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,GATTUGUDEM,5,Agriculture,76,2,1889,699.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,GUNNEPALLY,5,Agriculture,97,5,2244,887.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,J.BANZARA,5,Agriculture,140,7,4679,1298.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,K.M.GUDEM,5,Agriculture,14,0,0,90.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,KOMMUGUDEM,5,Agriculture,73,0,0,740.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,LINGALAPALLY,5,Agriculture,297,0,0,2492.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,MODDULAGUDEM,5,Agriculture,287,3,2537,2707.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,MONDIVARRE,5,Agriculture,3,0,0,22.5
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,MUKUNDHAPURAM,5,Agriculture,31,0,0,252.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PEDDAKUNTAPALLY,5,Agriculture,22,0,0,110.6
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PULLURI RAMAIAHPALLY,5,Agriculture,119,0,0,579.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,SIGGAMPALLI-JANGED,5,Agriculture,25,0,0,125.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,VESHALAPALLI-JANGED,5,Agriculture,163,0,0,815.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,AZAMNAGAR,5,Agriculture,196,0,0,1032.5
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,BHOWSINGHPALLY,5,Agriculture,27,0,0,135.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,CHIKENPALLI,5,Agriculture,33,0,0,207.5
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,DEEKSHAKUNTA,5,Agriculture,103,0,0,527.5
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,DUDEKULAPALLI,5,Agriculture,84,0,0,460.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,VELICHALA,5,Agriculture,390,0,0,1970.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,VENKATRAO PALLI,5,Agriculture,324,0,0,1620.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,ADIVARAMPET,5,Agriculture,71,0,0,400.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,ANKUSAPUR,5,Agriculture,60,0,0,308.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,BAYYARAM,5,Agriculture,62,0,0,316.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,BOPPARAM,5,Agriculture,7,0,0,35.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,BUDIDIPALLY,5,Agriculture,31,0,0,155.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,CHALLAPALLY,5,Agriculture,21,0,0,105.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,CHINDNEPALLY,5,Agriculture,24,0,0,120.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,CHINTAKHANI,5,Agriculture,17,0,0,85.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,DAMERAKUNTA,5,Agriculture,470,0,0,2382.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,KATARAM,DASTHAGIRIPALLI,5,Agriculture,6,0,0,30.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,BHUPATHIPOOR,5,Agriculture,14,0,0,70.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,BUTTAIGUDEM,5,Agriculture,110,0,0,597.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,CHINTAGUDA,5,Agriculture,88,0,0,492.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,CHITYAL,5,Agriculture,17,0,0,85.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,DEVADUMULA,5,Agriculture,9,0,0,45.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,ETUR,5,Agriculture,85,0,0,425.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,GANGUGUDEM,5,Agriculture,28,0,0,140.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,GOODREVULA,5,Agriculture,135,0,0,675.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,GUTLA GANGARAM,5,Agriculture,8,0,0,40.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,KANNAIGUDEM,5,Agriculture,13,0,0,70.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,KANTHANPALLI,5,Agriculture,75,0,0,380.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,KOTHUR (P.G.),5,Agriculture,3,0,0,31.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,LAXMIPUR,5,Agriculture,13,0,0,65.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,MALAKA PALLI,5,Agriculture,9,0,0,45.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KANNAIGUDEM,MUPPANAPALLI,5,Agriculture,105,0,0,545.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,ARUNACHALA PURAM,5,Agriculture,86,0,0,437.5
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,Ayyavaripet,5,Agriculture,1,0,0,5.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,BIJINIAPALLY,5,Agriculture,4,0,0,20.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,BOLLARAM,5,Agriculture,3,0,0,15.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,BOMMANA PALLI,5,Agriculture,27,0,0,135.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,CHANDRUPATLA,5,Agriculture,166,0,0,830.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,CHEEKU PALLI,5,Agriculture,26,0,0,130.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,CHERUKURU,5,Agriculture,99,0,0,507.5
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,CHINA GANGARAM,5,Agriculture,14,0,0,70.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,CHINTOOR <W>,5,Agriculture,31,0,0,155.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,DHARMARAM,5,Agriculture,360,0,0,1792.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,DULAPURAM,5,Agriculture,95,0,0,475.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,EDUCHARLA PALLY,5,Agriculture,96,0,0,485.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,GHANAPURAM,5,Agriculture,38,0,0,220.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,GUMMADI DODDI,5,Agriculture,49,0,0,285.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTAGATTU (RURAL),PEGADAPALLY,5,Agriculture,298,0,0,1505.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTAGATTU (RURAL),REDDI PURAM,5,Agriculture,208,0,0,1036.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTAGATTU (RURAL),SEETHANAGARAM,5,Agriculture,79,0,0,395.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTAGATTU (RURAL),SIDDAPOOR,5,Agriculture,160,0,0,796.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTAGATTU (RURAL),SUDHANAPALLI,5,Agriculture,132,0,0,660.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTAGATTU (RURAL),VANGAPAHAD,5,Agriculture,421,0,0,2105.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTHAGATTU (TOWN),BHEEMARAM-1,5,Agriculture,126,0,0,630.0
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,CHINTHAGATTU (TOWN),BHEEMARAM-2,5,Agriculture,1,0,0,5.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,PALSI (B),5,Agriculture,15,0,0,75.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,PALSI (K),5,Agriculture,60,0,0,300.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,PANGADPIPRI DEVAPOOR,5,Agriculture,26,0,0,130.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,PONNAGUDA,5,Agriculture,27,0,0,135.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,RUYYADI,5,Agriculture,183,0,0,959.5
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,SAKANAPUR,5,Agriculture,62,0,0,310.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,SAKINAPUR KADAPALLE,5,Agriculture,17,0,0,85.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,SUNKIDI,5,Agriculture,158,0,0,812.5
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,TALAMADUGU,5,Agriculture,186,0,0,1010.0
ADILABAD,ADILABAD,ADILABAD RURAL,THALAMADUGU,TOKKIGUDA,5,Agriculture,12,0,0,60.0
ADILABAD,ADILABAD,ECHODA,ECHODA,JUNNE,5,Agriculture,46,0,0,230.0
ADILABAD,ADILABAD,ECHODA,ECHODA,KAMAGERI,5,Agriculture,101,0,0,510.0
ADILABAD,ADILABAD,ECHODA,ECHODA,KOKASMANNUR,5,Agriculture,83,0,0,415.0
ADILABAD,ADILABAD,ECHODA,ECHODA,LAKKONAIK THANDA,5,Agriculture,4,0,0,20.0
ADILABAD,ADILABAD,ECHODA,ECHODA,LINGAPOOR (D),5,Agriculture,23,0,0,115.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MADHAPUR,5,Agriculture,112,0,0,591.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MALLESHPET,5,Agriculture,8,0,0,40.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MALYALA,5,Agriculture,50,0,0,250.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MANKAPUR,5,Agriculture,2,0,0,10.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MANKUGUDA,5,Agriculture,3,0,0,15.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MUKHARA (B),5,Agriculture,83,0,0,415.0
ADILABAD,ADILABAD,ECHODA,ECHODA,MUKHARA (K),5,Agriculture,65,0,0,325.0
ADILABAD,ADILABAD,ECHODA,ECHODA,NARSAPOOR,5,Agriculture,53,0,0,265.0
ADILABAD,ADILABAD,ECHODA,ECHODA,NAVEGOAN,5,Agriculture,74,0,0,397.5
ADILABAD,ADILABAD,ECHODA,ECHODA,PATWARIGUDA,5,Agriculture,18,0,0,90.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,SAMBU GUDA,5,Agriculture,16,0,0,80.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,SANTAPOOR,5,Agriculture,96,0,0,525.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,SEETHAGONDHI,5,Agriculture,92,0,0,465.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,SOMARPET,5,Agriculture,1,0,0,5.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,SOYAMGUDA,5,Agriculture,12,0,0,60.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,SURYA GUDA,5,Agriculture,12,0,0,60.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,TAKKIGUDA,5,Agriculture,51,0,0,255.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,TEJAPUR,5,Agriculture,28,0,0,140.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,TELANGRAOGUDA,5,Agriculture,9,0,0,45.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,TOSHAM,5,Agriculture,121,0,0,605.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,TOSHAM TANDA,5,Agriculture,10,0,0,50.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,TOYA GUDA,5,Agriculture,3,0,0,15.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,UMRI (B),5,Agriculture,26,0,0,130.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,VIZAPOOR,5,Agriculture,93,0,0,470.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),BABAPOOR,5,Agriculture,35,0,0,175.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),BALGAOM,5,Agriculture,8,0,0,40.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),BALHAN POOR,5,Agriculture,2,0,0,10.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),BURUGUDA,5,Agriculture,6,0,0,30.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),CHERRAKUNTA,5,Agriculture,9,0,0,50.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),CHILATI GUDA,5,Agriculture,14,0,0,70.0
ASIFABAD,ASIFABAD,ASIFABAD,ASIFABAD (RURAL),DAMPUR,5,Agriculture,4,0,0,20.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,MODI,5,Agriculture,18,0,0,90.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,MURIKILANKA,5,Agriculture,2,0,0,10.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,NARSAPUR,5,Agriculture,2,0,0,10.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,PARDA,5,Agriculture,2,0,0,10.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,PEDDAKARANJI WADA,5,Agriculture,6,0,0,30.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,PIPPIRI,5,Agriculture,8,0,0,40.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,RAMJIGUDA,5,Agriculture,1,0,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,RINGANGHAT H O KOTARI,5,Agriculture,1,0,0,15.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,KERAMERI,SAKADA,5,Agriculture,44,0,0,220.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.4,5,Agriculture,2,0,0,10.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.7,5,Agriculture,7,0,0,35.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO.8,5,Agriculture,16,0,0,80.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,KAGAZNAGAR RURAL,VILLAGE NO10,5,Agriculture,3,0,0,15.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,CHARLA,KODUNOOR,5,Agriculture,65,0,0,382.5
